geometry,name,types,vicinity,latitude,longitude,distance,lifeline_number,lifeline_category
"{'location': {'lat': 39.7395186, 'lng': -104.984796}, 'viewport': {'northeast': {'lat': 39.74103328029149, 'lng': -104.9834806197085}, 'southwest': {'lat': 39.7383353197085, 'lng': -104.9861785802915}}}",State Planning Office,"['courthouse', 'local_government_office']","200 East Colfax Avenue, Denver",39.7395186,-104.984796,0.468,1,safety_security
"{'location': {'lat': 39.7403078, 'lng': -104.9843305}, 'viewport': {'northeast': {'lat': 39.74165668029151, 'lng': -104.9829241697085}, 'southwest': {'lat': 39.73895871970851, 'lng': -104.9856221302915}}}",Denver Small Business Opprtnty,"['city_hall', 'local_government_office']","201 West Colfax Avenue # 907, Denver",39.7403078,-104.9843305,0.5206,1,safety_security
"{'location': {'lat': 39.7404209, 'lng': -104.9974482}, 'viewport': {'northeast': {'lat': 39.7416354802915, 'lng': -104.9960992697085}, 'southwest': {'lat': 39.73893751970851, 'lng': -104.9987972302915}}}",Denver Fire Department,['fire_station'],"745 West Colfax Avenue, Denver",39.7404209,-104.9974482,0.63,1,safety_security
"{'location': {'lat': 39.7404326, 'lng': -104.9819312}, 'viewport': {'northeast': {'lat': 39.7417828802915, 'lng': -104.9807863697085}, 'southwest': {'lat': 39.7390849197085, 'lng': -104.9834843302915}}}",Cathedral Basilica of the Immaculate Conception,"['tourist_attraction', 'church', 'place_of_worship']","1530 Logan Street, Denver",39.7404326,-104.9819312,0.7245,1,safety_security
"{'location': {'lat': 39.7408015, 'lng': -104.9725103}, 'viewport': {'northeast': {'lat': 39.7421504802915, 'lng': -104.9711613197085}, 'southwest': {'lat': 39.73945251970851, 'lng': -104.9738592802915}}}",United States Postal Service,"['post_office', 'finance']","1541 North Marion Street, Denver",39.7408015,-104.9725103,1.5285,1,safety_security
"{'location': {'lat': 39.7410398, 'lng': -104.9738162}, 'viewport': {'northeast': {'lat': 39.7423887802915, 'lng': -104.9722574697085}, 'southwest': {'lat': 39.7396908197085, 'lng': -104.9749554302915}}}",USPS Capitol Hill Annex,"['post_office', 'finance']","1551 North Downing Street, Denver",39.7410398,-104.9738162,1.421,1,safety_security
"{'location': {'lat': 39.74126040000001, 'lng': -104.8749487}, 'viewport': {'northeast': {'lat': 39.7424891802915, 'lng': -104.8736034697085}, 'southwest': {'lat': 39.7397912197085, 'lng': -104.8763014302915}}}",United States Postal Service,"['post_office', 'finance']","1550 Dayton Street, Aurora",39.74126040000001,-104.8749487,9.8721,1,safety_security
"{'location': {'lat': 39.74132609999999, 'lng': -104.9866218}, 'viewport': {'northeast': {'lat': 39.7426738302915, 'lng': -104.9856684697085}, 'southwest': {'lat': 39.7399758697085, 'lng': -104.9883664302915}}}",Colorado Board of Architects,['local_government_office'],"1560 Broadway # 1370, Denver",39.74132609999999,-104.9866218,0.3881,1,safety_security
"{'location': {'lat': 39.74134919999999, 'lng': -105.0055108}, 'viewport': {'northeast': {'lat': 39.7428366802915, 'lng': -105.0040003697085}, 'southwest': {'lat': 39.7401387197085, 'lng': -105.0066983302915}}}",Community College Of Denver,['university'],"800 Curtis Street, Denver",39.74134919999999,-105.0055108,1.3272,1,safety_security
"{'location': {'lat': 39.74139099999999, 'lng': -104.980245}, 'viewport': {'northeast': {'lat': 39.74274063029151, 'lng': -104.9787317697085}, 'southwest': {'lat': 39.74004266970851, 'lng': -104.9814297302915}}}",Denver Community Church,"['church', 'place_of_worship']","1595 Pearl Street, Denver",39.74139099999999,-104.980245,0.8895,1,safety_security
"{'location': {'lat': 39.7413911, 'lng': -104.9864523}, 'viewport': {'northeast': {'lat': 39.7427400802915, 'lng': -104.9849462197085}, 'southwest': {'lat': 39.74004211970851, 'lng': -104.9876441802915}}}",Physical Therapy Licensure,['local_government_office'],"1560 Broadway, Denver",39.7413911,-104.9864523,0.4041,1,safety_security
"{'location': {'lat': 39.741585, 'lng': -104.9559827}, 'viewport': {'northeast': {'lat': 39.7429320302915, 'lng': -104.9550135197085}, 'southwest': {'lat': 39.7402340697085, 'lng': -104.9577114802915}}}",Denver East High School,"['secondary_school', 'school']","1600 City Park Esplanade, Denver",39.741585,-104.9559827,2.9449,1,safety_security
"{'location': {'lat': 39.7421867, 'lng': -104.9869233}, 'viewport': {'northeast': {'lat': 39.7435363802915, 'lng': -104.9858175697085}, 'southwest': {'lat': 39.7408384197085, 'lng': -104.9885155302915}}}",Taipei Economic & Cultural Office in Denver,['embassy'],"1600 Broadway #1740, Denver",39.7421867,-104.9869233,0.4348,1,safety_security
"{'location': {'lat': 39.742211, 'lng': -104.9878571}, 'viewport': {'northeast': {'lat': 39.7435659302915, 'lng': -104.9862850697085}, 'southwest': {'lat': 39.7408679697085, 'lng': -104.9889830302915}}}",US Export Assistance Center,['courthouse'],"1625 Broadway # 680, Denver",39.742211,-104.9878571,0.3895,1,safety_security
"{'location': {'lat': 39.7423811, 'lng': -104.9879748}, 'viewport': {'northeast': {'lat': 39.7437374802915, 'lng': -104.9863478197085}, 'southwest': {'lat': 39.7410395197085, 'lng': -104.9890457802915}}}",Consulate General of Canada in Denver,['embassy'],"1625 Broadway Suite 2600, Denver",39.7423811,-104.9879748,0.4007,1,safety_security
"{'location': {'lat': 39.7431729, 'lng': -105.0062626}, 'viewport': {'northeast': {'lat': 39.75103525, 'lng': -104.9977831}, 'southwest': {'lat': 39.73718225, 'lng': -105.0130139}}}",MSU Denver,['university'],"890 Auraria Parkway, Denver",39.7431729,-105.0062626,1.4389,1,safety_security
"{'location': {'lat': 39.743355, 'lng': -105.002931}, 'viewport': {'northeast': {'lat': 39.7447039802915, 'lng': -105.0015820197085}, 'southwest': {'lat': 39.7420060197085, 'lng': -105.0042799802915}}}",Auraria Library,['library'],"1100 Lawrence Street, Denver",39.743355,-105.002931,1.1782,1,safety_security
"{'location': {'lat': 39.74354889999999, 'lng': -105.0699741}, 'viewport': {'northeast': {'lat': 39.7449875802915, 'lng': -105.0685921197085}, 'southwest': {'lat': 39.7422896197085, 'lng': -105.0712900802915}}}",Rocky Mountain College of Art + Design,"['university', 'art_gallery', 'school']","1600 Pierce Street, Lakewood",39.74354889999999,-105.0699741,6.8408,1,safety_security
"{'location': {'lat': 39.74358799999999, 'lng': -104.9869284}, 'viewport': {'northeast': {'lat': 39.7449449802915, 'lng': -104.9858205197085}, 'southwest': {'lat': 39.7422470197085, 'lng': -104.9885184802915}}}",Consulate General of Hungary,['embassy'],"1700 Broadway # 3100, Denver",39.74358799999999,-104.9869284,0.5618,1,safety_security
"{'location': {'lat': 39.7436294, 'lng': -104.9851745}, 'viewport': {'northeast': {'lat': 39.7449783802915, 'lng': -104.9836660697085}, 'southwest': {'lat': 39.7422804197085, 'lng': -104.9863640302915}}}",Consulate of Norway,['embassy'],"1700 Lincoln Street #4100, Denver",39.7436294,-104.9851745,0.6542,1,safety_security
"{'location': {'lat': 39.743954, 'lng': -104.8376089}, 'viewport': {'northeast': {'lat': 39.75251699999998, 'lng': -104.82429595}, 'southwest': {'lat': 39.7362706, 'lng': -104.85160695}}}",University of Colorado Anschutz Medical Campus (CU Anschutz),"['hospital', 'university', 'health']","13001 East 17th Place Mail Stop F413 Room CG001, 13001 East 17th Place, Aurora",39.743954,-104.8376089,13.0761,1,safety_security
"{'location': {'lat': 39.7455916, 'lng': -104.9857118}, 'viewport': {'northeast': {'lat': 39.7469392302915, 'lng': -104.9845667197085}, 'southwest': {'lat': 39.7442412697085, 'lng': -104.9872646802915}}}",Emily Griffith High School,"['secondary_school', 'school']","1860 Lincoln Street 3rd floor, Denver",39.7455916,-104.9857118,0.8072,1,safety_security
"{'location': {'lat': 39.74565599999999, 'lng': -104.9053429}, 'viewport': {'northeast': {'lat': 39.74929194999999, 'lng': -104.9017676}, 'southwest': {'lat': 39.74201895000002, 'lng': -104.908676}}}",Johnson & Wales University Denver Campus,['university'],"7150 Montview Boulevard, Denver",39.74565599999999,-104.9053429,7.3027,1,safety_security
"{'location': {'lat': 39.7457922, 'lng': -104.8167486}, 'viewport': {'northeast': {'lat': 39.7471409802915, 'lng': -104.8155601697085}, 'southwest': {'lat': 39.7444430197085, 'lng': -104.8182581302915}}}",AL MUSTAFA CENTER,"['mosque', 'place_of_worship']","1880 Eagle Street, Aurora",39.7457922,-104.8167486,14.8688,1,safety_security
"{'location': {'lat': 39.7463596, 'lng': -105.002342}, 'viewport': {'northeast': {'lat': 39.7475856802915, 'lng': -105.0011167697085}, 'southwest': {'lat': 39.7448877197085, 'lng': -105.0038147302915}}}",University of Colorado Denver,['university'],"1201 Larimer Street, Denver",39.7463596,-105.002342,1.3038,1,safety_security
"{'location': {'lat': 39.74657819999999, 'lng': -104.9899876}, 'viewport': {'northeast': {'lat': 39.7476203302915, 'lng': -104.9890200197085}, 'southwest': {'lat': 39.7449223697085, 'lng': -104.9917179802915}}}",US Inspector General,['courthouse'],"633 17th Street #700, Denver",39.74657819999999,-104.9899876,0.8176,1,safety_security
"{'location': {'lat': 39.7467365, 'lng': -104.9992867}, 'viewport': {'northeast': {'lat': 39.7482247802915, 'lng': -104.9980310697085}, 'southwest': {'lat': 39.7455268197085, 'lng': -105.0007290302915}}}",CU Denver College of Architecture & Planning,['university'],"1250 14th Street, Denver",39.7467365,-104.9992867,1.1381,1,safety_security
"{'location': {'lat': 39.7470415, 'lng': -105.1132838}, 'viewport': {'northeast': {'lat': 39.7482232802915, 'lng': -105.1124339697085}, 'southwest': {'lat': 39.74552531970851, 'lng': -105.1151319302915}}}",Lakewood Library - Jefferson County Public Library,['library'],"10200 West 20th Avenue, Lakewood",39.7470415,-105.1132838,10.5666,1,safety_security
"{'location': {'lat': 39.7471139, 'lng': -104.9904855}, 'viewport': {'northeast': {'lat': 39.7481289802915, 'lng': -104.9895875697085}, 'southwest': {'lat': 39.7454310197085, 'lng': -104.9922855302915}}}",Ncsc,"['courthouse', 'local_government_office']","707 17th Street # 2900, Denver",39.7471139,-104.9904855,0.8772,1,safety_security
"{'location': {'lat': 39.7479737, 'lng': -104.92638}, 'viewport': {'northeast': {'lat': 39.7494287302915, 'lng': -104.9249063697085}, 'southwest': {'lat': 39.7467307697085, 'lng': -104.9276043302915}}}",Temple Micah Denver,"['synagogue', 'place_of_worship']","5209 Montview Boulevard, Denver",39.7479737,-104.92638,5.5528,1,safety_security
"{'location': {'lat': 39.7480639, 'lng': -104.987875}, 'viewport': {'northeast': {'lat': 39.74952938029151, 'lng': -104.9866823197085}, 'southwest': {'lat': 39.74683141970851, 'lng': -104.9893802802915}}}",Holy Ghost Church,"['tourist_attraction', 'church', 'place_of_worship']","1900 California Street, Denver",39.7480639,-104.987875,1.0035,1,safety_security
"{'location': {'lat': 39.7480878, 'lng': -104.9055588}, 'viewport': {'northeast': {'lat': 39.7491163802915, 'lng': -104.9036225197085}, 'southwest': {'lat': 39.7464184197085, 'lng': -104.9063204802915}}}",Denver School Of The Arts,['school'],"7111 Montview Boulevard, Denver",39.7480878,-104.9055588,7.3157,1,safety_security
"{'location': {'lat': 39.7491125, 'lng': -104.9962861}, 'viewport': {'northeast': {'lat': 39.7507332302915, 'lng': -104.9945836697085}, 'southwest': {'lat': 39.7480352697085, 'lng': -104.9972816302915}}}",Irish Consulate,['embassy'],"1200 17th Street, Denver",39.7491125,-104.9962861,1.2147,1,safety_security
"{'location': {'lat': 39.7497704, 'lng': -104.9818993}, 'viewport': {'northeast': {'lat': 39.75091843029149, 'lng': -104.9803785697085}, 'southwest': {'lat': 39.74822046970849, 'lng': -104.9830765302915}}}",Polaris at Ebert,"['primary_school', 'school']","410 Park Avenue West, Denver",39.7497704,-104.9818993,1.3734,1,safety_security
"{'location': {'lat': 39.7498874, 'lng': -104.9982906}, 'viewport': {'northeast': {'lat': 39.75121268029149, 'lng': -104.9969146697085}, 'southwest': {'lat': 39.7485147197085, 'lng': -104.9996126302915}}}",MARKET STATION,"['city_hall', 'local_government_office']","16th and, Market Street, Denver",39.7498874,-104.9982906,1.3709,1,safety_security
"{'location': {'lat': 39.7501535, 'lng': -105.2137785}, 'viewport': {'northeast': {'lat': 39.7513850302915, 'lng': -105.2123843197085}, 'southwest': {'lat': 39.7486870697085, 'lng': -105.2150822802915}}}",Islamic Center of Golden,"['mosque', 'place_of_worship']","1940 Ford Street, Golden",39.7501535,-105.2137785,19.1707,1,safety_security
"{'location': {'lat': 39.7510566, 'lng': -104.9892274}, 'viewport': {'northeast': {'lat': 39.75238993029149, 'lng': -104.9881820197085}, 'southwest': {'lat': 39.7496919697085, 'lng': -104.9908799802915}}}",United States Postal Service,"['post_office', 'finance', 'local_government_office']","951 20th Street, Denver",39.7510566,-104.9892274,1.3188,1,safety_security
"{'location': {'lat': 39.7514238, 'lng': -105.0020802}, 'viewport': {'northeast': {'lat': 39.75266138029149, 'lng': -105.0005820197085}, 'southwest': {'lat': 39.7499634197085, 'lng': -105.0032799802915}}}",Honorary Consul of Hungary,['embassy'],"80202, 1515 Wynkoop Street, Denver",39.7514238,-105.0020802,1.6929,1,safety_security
"{'location': {'lat': 39.7537767, 'lng': -104.9876373}, 'viewport': {'northeast': {'lat': 39.7551254802915, 'lng': -104.9863138697085}, 'southwest': {'lat': 39.7524275197085, 'lng': -104.9890118302915}}}",larimore square,"['city_hall', 'local_government_office']","Unnamed Road, Denver",39.7537767,-104.9876373,1.634,1,safety_security
"{'location': {'lat': 39.755252, 'lng': -104.9744483}, 'viewport': {'northeast': {'lat': 39.7565166302915, 'lng': -104.9730638197085}, 'southwest': {'lat': 39.7538186697085, 'lng': -104.9757617802915}}}",Denver Motor Vehicle,['local_government_office'],"2855 Tremont Place, Denver",39.755252,-104.9744483,2.2379,1,safety_security
"{'location': {'lat': 39.7559528, 'lng': -105.2255263}, 'viewport': {'northeast': {'lat': 39.7571633802915, 'lng': -105.2241564197085}, 'southwest': {'lat': 39.7544654197085, 'lng': -105.2268543802915}}}",Golden Library - Jefferson County Public Library,['library'],"1019 10th Street, Golden",39.7559528,-105.2255263,20.2226,1,safety_security
"{'location': {'lat': 39.7568556, 'lng': -105.2239421}, 'viewport': {'northeast': {'lat': 39.7582586302915, 'lng': -105.2224864697085}, 'southwest': {'lat': 39.75556066970851, 'lng': -105.2251844302915}}}",Golden Fire Department Station 1,['fire_station'],"911 10th Street, Golden",39.7568556,-105.2239421,20.097,1,safety_security
"{'location': {'lat': 39.75720959999999, 'lng': -105.0805253}, 'viewport': {'northeast': {'lat': 39.75869633029149, 'lng': -105.0790803697085}, 'southwest': {'lat': 39.75599836970849, 'lng': -105.0817783302915}}}",City of Wheat Ridge City Hall,"['city_hall', 'local_government_office']","7500 West 29th Avenue, Wheat Ridge",39.75720959999999,-105.0805253,7.9812,1,safety_security
"{'location': {'lat': 39.7583316, 'lng': -105.2230004}, 'viewport': {'northeast': {'lat': 39.7594849302915, 'lng': -105.2214630697085}, 'southwest': {'lat': 39.7567869697085, 'lng': -105.2241610302915}}}",American Alpine Club,['library'],"710 10th Street #100, Golden",39.7583316,-105.2230004,20.0334,1,safety_security
"{'location': {'lat': 39.75926140000001, 'lng': -104.9729655}, 'viewport': {'northeast': {'lat': 39.7605699302915, 'lng': -104.9716189197085}, 'southwest': {'lat': 39.7578719697085, 'lng': -104.9743168802915}}}",Masjid Shuhada (Downtown Denver Islamic Center),"['mosque', 'place_of_worship']","2952 North Downing Street, Denver",39.75926140000001,-104.9729655,2.6754,1,safety_security
"{'location': {'lat': 39.7620044, 'lng': -104.8464639}, 'viewport': {'northeast': {'lat': 39.7634423302915, 'lng': -104.8451555197085}, 'southwest': {'lat': 39.7607443697085, 'lng': -104.8478534802915}}}",Aurora Fire Station 3,['fire_station'],"3172 Peoria Street, Aurora",39.7620044,-104.8464639,12.5642,1,safety_security
"{'location': {'lat': 39.7646436, 'lng': -104.9390755}, 'viewport': {'northeast': {'lat': 39.7660826802915, 'lng': -104.9377267197085}, 'southwest': {'lat': 39.7633847197085, 'lng': -104.9404246802915}}}",Northeast Denver Islamic Center,"['mosque', 'place_of_worship']","3400 Albion Street, Denver",39.7646436,-104.9390755,5.2136,1,safety_security
"{'location': {'lat': 39.7663443, 'lng': -105.0529369}, 'viewport': {'northeast': {'lat': 39.7676929802915, 'lng': -105.0515016697085}, 'southwest': {'lat': 39.76499501970851, 'lng': -105.0541996302915}}}",Mile High Islamic Center - Bosnian Educational and Cultural Center of Colorado,"['mosque', 'place_of_worship']","3536 Sheridan Boulevard, Denver",39.7663443,-105.0529369,6.1552,1,safety_security
"{'location': {'lat': 39.7663493, 'lng': -105.0529526}, 'viewport': {'northeast': {'lat': 39.7676979302915, 'lng': -105.0515094697085}, 'southwest': {'lat': 39.7649999697085, 'lng': -105.0542074302915}}}",Mile High Islamic Center,"['mosque', 'place_of_worship']","3550 Sheridan Boulevard, Denver",39.7663493,-105.0529526,6.1567,1,safety_security
"{'location': {'lat': 39.7709978, 'lng': -105.0776157}, 'viewport': {'northeast': {'lat': 39.7723469302915, 'lng': -105.0764205697085}, 'southwest': {'lat': 39.7696489697085, 'lng': -105.0791185302915}}}",West Metro Fire Rescue,['fire_station'],"3880 Upham Street, Wheat Ridge",39.7709978,-105.0776157,8.2704,1,safety_security
"{'location': {'lat': 39.7798085, 'lng': -105.0075019}, 'viewport': {'northeast': {'lat': 39.7812717802915, 'lng': -105.0061520697085}, 'southwest': {'lat': 39.77857381970851, 'lng': -105.0088500302915}}}",United States Postal Service,"['post_office', 'finance']","1766 West 46th Avenue, Denver",39.7798085,-105.0075019,4.7516,1,safety_security
"{'location': {'lat': 39.78214010000001, 'lng': -105.1673194}, 'viewport': {'northeast': {'lat': 39.7834859302915, 'lng': -105.1657455197085}, 'southwest': {'lat': 39.78078796970851, 'lng': -105.1684434802915}}}",Fairmount Fire Protection,['fire_station'],"4755 Isabell Street, Golden",39.78214010000001,-105.1673194,15.887,1,safety_security
"{'location': {'lat': 39.7896167, 'lng': -105.0299278}, 'viewport': {'northeast': {'lat': 39.79425705000001, 'lng': -105.0205667}, 'southwest': {'lat': 39.78527404999999, 'lng': -105.0393607}}}",Regis University,['university'],"3333 Regis Boulevard, Denver",39.7896167,-105.0299278,6.5558,1,safety_security
"{'location': {'lat': 39.7902706, 'lng': -104.7371385}, 'viewport': {'northeast': {'lat': 39.79134948029149, 'lng': -104.7358105197085}, 'southwest': {'lat': 39.78865151970849, 'lng': -104.7385084802915}}}",Pitt Waller K-8 School,"['primary_school', 'secondary_school', 'school']","21601 East 51st Place, Denver",39.7902706,-104.7371385,22.3907,1,safety_security
"{'location': {'lat': 39.7916468, 'lng': -104.8990485}, 'viewport': {'northeast': {'lat': 39.79289903029149, 'lng': -104.8977853197085}, 'southwest': {'lat': 39.79020106970849, 'lng': -104.9004832802915}}}",United States Postal Service,"['post_office', 'finance']","7550 East 53rd Place, Denver",39.7916468,-104.8990485,9.7436,1,safety_security
"{'location': {'lat': 39.79804800000001, 'lng': -105.063142}, 'viewport': {'northeast': {'lat': 39.7995325302915, 'lng': -105.0617909197085}, 'southwest': {'lat': 39.7968345697085, 'lng': -105.0644888802915}}}",Casco Industries Inc,['fire_station'],"6010 West 56th Avenue, Arvada",39.79804800000001,-105.063142,9.042,1,safety_security
"{'location': {'lat': 39.80024229999999, 'lng': -105.080446}, 'viewport': {'northeast': {'lat': 39.80153813029149, 'lng': -105.0790971697085}, 'southwest': {'lat': 39.79884016970849, 'lng': -105.0817951302915}}}",Arvada Library - Jefferson County Public Library,['library'],"7525 West 57th Avenue, Arvada",39.80024229999999,-105.080446,10.2797,1,safety_security
"{'location': {'lat': 39.802969, 'lng': -104.9817836}, 'viewport': {'northeast': {'lat': 39.8040792302915, 'lng': -104.9804370697085}, 'southwest': {'lat': 39.8013812697085, 'lng': -104.9831350302915}}}",Zuni Al,"['courthouse', 'local_government_office', 'store']","451 East 58th Avenue # 2364, Denver",39.802969,-104.9817836,7.1315,1,safety_security
"{'location': {'lat': 39.8030287, 'lng': -105.087769}, 'viewport': {'northeast': {'lat': 39.8045075802915, 'lng': -105.0862442697085}, 'southwest': {'lat': 39.8018096197085, 'lng': -105.0889422302915}}}",City of Arvada,"['city_hall', 'local_government_office']","8101 Ralston Road, Arvada",39.8030287,-105.087769,10.9564,1,safety_security
"{'location': {'lat': 39.8061994, 'lng': -104.8967583}, 'viewport': {'northeast': {'lat': 39.8076560802915, 'lng': -104.8955445197085}, 'southwest': {'lat': 39.8049581197085, 'lng': -104.8982424802915}}}",Commerce City Civic Center,"['city_hall', 'courthouse', 'police', 'local_government_office']","7887 East 60th Avenue, Commerce City",39.8061994,-104.8967583,10.9338,1,safety_security
"{'location': {'lat': 39.81378180000001, 'lng': -105.1618958}, 'viewport': {'northeast': {'lat': 39.8150475802915, 'lng': -105.1605439197085}, 'southwest': {'lat': 39.81234961970851, 'lng': -105.1632418802915}}}",US Post Office,"['post_office', 'finance']","14455 West 64th Avenue M, Arvada",39.81378180000001,-105.1618958,16.8671,1,safety_security
"{'location': {'lat': 39.8150341, 'lng': -105.0310851}, 'viewport': {'northeast': {'lat': 39.81618958029149, 'lng': -105.0297360697085}, 'southwest': {'lat': 39.81349161970849, 'lng': -105.0324340302915}}}",Adams County Fire Rescue Station 12,['fire_station'],"3365 West 65th Avenue, Denver",39.8150341,-105.0310851,9.1322,1,safety_security
"{'location': {'lat': 39.82815739999999, 'lng': -104.9384681}, 'viewport': {'northeast': {'lat': 39.8294641302915, 'lng': -104.9369364697085}, 'southwest': {'lat': 39.8267661697085, 'lng': -104.9396344302915}}}",Adams County Sheriff's Office Substation,"['police', 'local_government_office']","4201 East 72nd Avenue B, Commerce City",39.82815739999999,-104.9384681,10.8445,1,safety_security
"{'location': {'lat': 39.8305412, 'lng': -105.0397692}, 'viewport': {'northeast': {'lat': 39.8318597802915, 'lng': -105.0382631197085}, 'southwest': {'lat': 39.8291618197085, 'lng': -105.0409610802915}}}",Congregation B'Nai Torah,"['synagogue', 'place_of_worship']","3990 West 74th Avenue, Westminster",39.8305412,-105.0397692,11.0112,1,safety_security
"{'location': {'lat': 39.8316514, 'lng': -105.0024968}, 'viewport': {'northeast': {'lat': 39.8329903802915, 'lng': -105.0013466697085}, 'southwest': {'lat': 39.8302924197085, 'lng': -105.0040446302915}}}",Pima Medical Institute - Denver,"['university', 'school', 'health']","7475 Dakin Street, Denver",39.8316514,-105.0024968,10.3406,1,safety_security
"{'location': {'lat': 39.839137, 'lng': -105.4820208}, 'viewport': {'northeast': {'lat': 39.8404884302915, 'lng': -105.4811509697085}, 'southwest': {'lat': 39.83779046970851, 'lng': -105.4838489302915}}}",Gilpin County Sheriff,"['police', 'local_government_office']","2960 Dory Hill Road #300, Black Hawk",39.839137,-105.4820208,43.5094,1,safety_security
"{'location': {'lat': 39.83937299999999, 'lng': -105.087435}, 'viewport': {'northeast': {'lat': 39.8405307302915, 'lng': -105.0860673697085}, 'southwest': {'lat': 39.8378327697085, 'lng': -105.0887653302915}}}",Arvada Fire Protection District,['fire_station'],"7903 Allison Way, Arvada",39.83937299999999,-105.087435,13.9053,1,safety_security
"{'location': {'lat': 39.84186510000001, 'lng': -104.9969586}, 'viewport': {'northeast': {'lat': 39.8432519302915, 'lng': -104.9958101697085}, 'southwest': {'lat': 39.8405539697085, 'lng': -104.9985081302915}}}",North Washington Fire Department,['fire_station'],"7980 Elmwood Lane, Denver",39.84186510000001,-104.9969586,11.4388,1,safety_security
"{'location': {'lat': 39.84280500000001, 'lng': -104.978449}, 'viewport': {'northeast': {'lat': 39.8441532802915, 'lng': -104.9768217197085}, 'southwest': {'lat': 39.8414553197085, 'lng': -104.9795196802915}}}",North Washington Fire Department,['fire_station'],"8055 Washington Street, Denver",39.84280500000001,-104.978449,11.5731,1,safety_security
"{'location': {'lat': 39.8504515, 'lng': -105.1111614}, 'viewport': {'northeast': {'lat': 39.8515347302915, 'lng': -105.1095985197085}, 'southwest': {'lat': 39.8488367697085, 'lng': -105.1122964802915}}}",Standley Lake Library - Jefferson County Public Library,['library'],"8485 Kipling Street, Arvada",39.8504515,-105.1111614,16.1312,1,safety_security
"{'location': {'lat': 39.8507727, 'lng': -105.0232594}, 'viewport': {'northeast': {'lat': 39.8521215802915, 'lng': -105.0220306197085}, 'southwest': {'lat': 39.8494236197085, 'lng': -105.0247285802915}}}",Adams County Motor Vehicle,['local_government_office'],"8452 Federal Boulevard, Westminster",39.8507727,-105.0232594,12.7329,1,safety_security
"{'location': {'lat': 39.8591025, 'lng': -105.0156083}, 'viewport': {'northeast': {'lat': 39.8605100802915, 'lng': -105.0141107197085}, 'southwest': {'lat': 39.8578121197085, 'lng': -105.0168086802915}}}",Federal Heights Police Department,['police'],"2380 West 90th Avenue, Federal Heights",39.8591025,-105.0156083,13.5183,1,safety_security
"{'location': {'lat': 39.8626343, 'lng': -105.0489574}, 'viewport': {'northeast': {'lat': 39.8643964302915, 'lng': -105.0476121697085}, 'southwest': {'lat': 39.8616984697085, 'lng': -105.0503101302915}}}",Westminster City Clerk,"['city_hall', 'local_government_office']","4800 West 92nd Avenue, Westminster",39.8626343,-105.0489574,14.6251,1,safety_security
"{'location': {'lat': 39.8667923, 'lng': -104.9981245}, 'viewport': {'northeast': {'lat': 39.8681743302915, 'lng': -104.9965451697085}, 'southwest': {'lat': 39.8654763697085, 'lng': -104.9992431302915}}}",Anythink Huron Street,['library'],"9417 Huron Street, Denver",39.8667923,-104.9981245,14.2152,1,safety_security
"{'location': {'lat': 39.8671806, 'lng': -105.0919574}, 'viewport': {'northeast': {'lat': 39.8685337802915, 'lng': -105.0905173197085}, 'southwest': {'lat': 39.8658358197085, 'lng': -105.0932152802915}}}",Woodrow Wilson Academy,"['primary_school', 'secondary_school', 'school']","8300 West 94th Avenue, Westminster",39.8671806,-105.0919574,16.6883,1,safety_security
"{'location': {'lat': 39.8695877, 'lng': -104.9860294}, 'viewport': {'northeast': {'lat': 39.87086283029149, 'lng': -104.9844748197085}, 'southwest': {'lat': 39.8681648697085, 'lng': -104.9871727802915}}}",The Thornton Police Department,['police'],"9551 Civic Center Drive, Thornton",39.8695877,-104.9860294,14.5149,1,safety_security
"{'location': {'lat': 39.8701359, 'lng': -104.9841948}, 'viewport': {'northeast': {'lat': 39.8714852802915, 'lng': -104.9828797697085}, 'southwest': {'lat': 39.8687873197085, 'lng': -104.9855777302915}}}",Thornton Fire Department,['fire_station'],"9500 Civic Center Drive, Thornton",39.8701359,-104.9841948,14.5806,1,safety_security
"{'location': {'lat': 39.898255, 'lng': -104.967026}, 'viewport': {'northeast': {'lat': 39.8995230302915, 'lng': -104.9656747197085}, 'southwest': {'lat': 39.8968250697085, 'lng': -104.9683726802915}}}",Masjid Ikhlas | Metropolitan Denver North Islamic Center,"['mosque', 'place_of_worship']","11141 Irma Drive, Northglenn",39.898255,-104.967026,17.8126,1,safety_security
"{'location': {'lat': 39.9013814, 'lng': -105.037248}, 'viewport': {'northeast': {'lat': 39.9022595, 'lng': -105.03040795}, 'southwest': {'lat': 39.89874709999998, 'lng': -105.04626375}}}",Front Range Community College,['university'],"3645 West 112th Avenue, Westminster",39.9013814,-105.037248,18.4914,1,safety_security
"{'location': {'lat': 39.9014731, 'lng': -105.0378855}, 'viewport': {'northeast': {'lat': 39.9026296802915, 'lng': -105.0362990197085}, 'southwest': {'lat': 39.8999317197085, 'lng': -105.0389969802915}}}",The Journey Church,"['church', 'place_of_worship']","3645 West 112th Avenue, Westminster",39.9014731,-105.0378855,18.5133,1,safety_security
"{'location': {'lat': 39.9022236, 'lng': -104.9828153}, 'viewport': {'northeast': {'lat': 39.9041410802915, 'lng': -104.98044035}, 'southwest': {'lat': 39.9014431197085, 'lng': -104.98360695}}}",Immaculate Heart of Mary Catholic Parish,"['church', 'place_of_worship']","11385 Grant Drive, Northglenn",39.9022236,-104.9828153,18.1545,1,safety_security
