geometry,name,plus_code,types,vicinity,latitude,longitude,distance,lifeline_number,lifeline_category
"{'location': {'lat': 39.7115335, 'lng': -104.8147514}, 'viewport': {'northeast': {'lat': 39.7131287802915, 'lng': -104.8130319697085}, 'southwest': {'lat': 39.7104308197085, 'lng': -104.8157299302915}}}",Aurora City Municipal Court,"{'compound_code': 'P56P+J3 Aurora, Colorado, United States', 'global_code': '85FQP56P+J3'}","['courthouse', 'local_government_office', 'point_of_interest', 'establishment']","14999 East Alameda Parkway, Aurora",39.7115335,-104.8147514,15.3387,1,safety_security
"{'location': {'lat': 39.71168, 'lng': -104.914553}, 'viewport': {'northeast': {'lat': 39.7131326302915, 'lng': -104.9132043697085}, 'southwest': {'lat': 39.7104346697085, 'lng': -104.9159023302915}}}",Kehilas Bais Yisroel,"{'compound_code': 'P36P+M5 Denver, Colorado, United States', 'global_code': '85FQP36P+M5'}","['synagogue', 'place_of_worship', 'point_of_interest', 'establishment']","295 South Locust Street, Denver",39.71168,-104.914553,7.1702,1,safety_security
"{'location': {'lat': 39.71173469999999, 'lng': -104.9147102}, 'viewport': {'northeast': {'lat': 39.7131598302915, 'lng': -104.9133614697085}, 'southwest': {'lat': 39.7104618697085, 'lng': -104.9160594302915}}}",Western Center for Russian Jewry,"{'compound_code': 'P36P+M4 Denver, Colorado, United States', 'global_code': '85FQP36P+M4'}","['synagogue', 'place_of_worship', 'point_of_interest', 'establishment']","295 South Locust Street, Denver",39.711734699999994,-104.9147102,7.1554,1,safety_security
"{'location': {'lat': 39.7120065, 'lng': -105.1180719}, 'viewport': {'northeast': {'lat': 39.7132356302915, 'lng': -105.1169589697085}, 'southwest': {'lat': 39.7105376697085, 'lng': -105.1196569302915}}}",United States Postal Service,"{'compound_code': 'PV6J+RQ Lakewood, Colorado, United States', 'global_code': '85FPPV6J+RQ'}","['post_office', 'finance', 'local_government_office', 'point_of_interest', 'establishment']","10799 West Alameda Avenue, Lakewood",39.7120065,-105.1180719,11.3555,1,safety_security
"{'location': {'lat': 39.7122465, 'lng': -104.8600433}, 'viewport': {'northeast': {'lat': 39.7133678302915, 'lng': -104.8586896697085}, 'southwest': {'lat': 39.7106698697085, 'lng': -104.8613876302915}}}",Lotus School For Excellence,"{'compound_code': 'P46Q+VX Aurora, Colorado, United States', 'global_code': '85FQP46Q+VX'}","['school', 'primary_school', 'secondary_school', 'point_of_interest', 'establishment']","11001 East Alameda Avenue, Aurora",39.7122465,-104.8600433,11.5455,1,safety_security
"{'location': {'lat': 39.7127248, 'lng': -104.9879251}, 'viewport': {'northeast': {'lat': 39.7140522302915, 'lng': -104.9863877697085}, 'southwest': {'lat': 39.7113542697085, 'lng': -104.9890857302915}}}",United States Postal Service,"{'compound_code': 'P276+3R Denver, Colorado, United States', 'global_code': '85FQP276+3R'}","['post_office', 'finance', 'point_of_interest', 'establishment']","225 South Broadway, Denver",39.7127248,-104.9879251,2.9578,1,safety_security
"{'location': {'lat': 39.713337, 'lng': -104.921919}, 'viewport': {'northeast': {'lat': 39.7146862302915, 'lng': -104.9207495697085}, 'southwest': {'lat': 39.7119882697085, 'lng': -104.9234475302915}}}",East Denver Orthodox Synagogue,"{'compound_code': 'P37H+86 Denver, Colorado, United States', 'global_code': '85FQP37H+86'}","['synagogue', 'place_of_worship', 'point_of_interest', 'establishment']","198 South Holly Street, Denver",39.713337,-104.92191899999999,6.522,1,safety_security
"{'location': {'lat': 39.7169288, 'lng': -104.9258259}, 'viewport': {'northeast': {'lat': 39.7183223802915, 'lng': -104.9241969697085}, 'southwest': {'lat': 39.7156244197085, 'lng': -104.9268949302915}}}",Temple Emanuel,"{'compound_code': 'P38F+QM Denver, Colorado, United States', 'global_code': '85FQP38F+QM'}","['synagogue', 'place_of_worship', 'point_of_interest', 'establishment']","51 Grape Street, Denver",39.71692879999999,-104.9258259,6.0488,1,safety_security
"{'location': {'lat': 39.717012, 'lng': -104.936236}, 'viewport': {'northeast': {'lat': 39.71835988029149, 'lng': -104.9348017197085}, 'southwest': {'lat': 39.7156619197085, 'lng': -104.9374996802915}}}",Graland Country Day School,"{'compound_code': 'P387+RG Denver, Colorado, United States', 'global_code': '85FQP387+RG'}","['school', 'primary_school', 'secondary_school', 'point_of_interest', 'establishment']","55 Clermont Street, Denver",39.717012,-104.93623600000001,5.2445,1,safety_security
"{'location': {'lat': 39.7174363, 'lng': -104.9458579}, 'viewport': {'northeast': {'lat': 39.7187852802915, 'lng': -104.9446626697085}, 'southwest': {'lat': 39.7160873197085, 'lng': -104.9473606302915}}}",The Ambassador East,"{'compound_code': 'P383+XM Denver, Colorado, United States', 'global_code': '85FQP383+XM'}","['embassy', 'point_of_interest', 'establishment']","90 Madison Street, Denver",39.717436299999996,-104.94585790000002,4.5092,1,safety_security
"{'location': {'lat': 39.7177873, 'lng': -104.8028521}, 'viewport': {'northeast': {'lat': 39.7194218302915, 'lng': -104.8006095}, 'southwest': {'lat': 39.7167238697085, 'lng': -104.8045223}}}",Community College of Aurora CentreTech Campus,"{'compound_code': 'P59W+4V Aurora, Colorado, United States', 'global_code': '85FQP59W+4V'}","['university', 'point_of_interest', 'establishment']","16000 East Centretech Parkway, Aurora",39.7177873,-104.8028521,16.2203,1,safety_security
"{'location': {'lat': 39.7189616, 'lng': -104.8661972}, 'viewport': {'northeast': {'lat': 39.7204019802915, 'lng': -104.8648482197085}, 'southwest': {'lat': 39.7177040197085, 'lng': -104.8675461802915}}}",Concorde Career College - Aurora,"{'compound_code': 'P49M+HG Aurora, Colorado, United States', 'global_code': '85FQP49M+HG'}","['university', 'school', 'health', 'point_of_interest', 'establishment']","111 Havana Street, Aurora",39.71896160000001,-104.8661972,10.8575,1,safety_security
"{'location': {'lat': 39.71950520000001, 'lng': -105.1008175}, 'viewport': {'northeast': {'lat': 39.7208559302915, 'lng': -105.0996233197085}, 'southwest': {'lat': 39.7181579697085, 'lng': -105.1023212802915}}}",The Way Congregation,"{'compound_code': 'PV9X+RM Lakewood, Colorado, United States', 'global_code': '85FPPV9X+RM'}","['synagogue', 'church', 'place_of_worship', 'point_of_interest', 'establishment']","9210 West 2nd Avenue, Lakewood",39.71950520000001,-105.1008175,9.7172,1,safety_security
"{'location': {'lat': 39.72009540000001, 'lng': -104.9573949}, 'viewport': {'northeast': {'lat': 39.72143588029151, 'lng': -104.9558716697085}, 'southwest': {'lat': 39.71873791970851, 'lng': -104.9585696302915}}}",United States Postal Service,"{'compound_code': 'P2CV+22 Denver, Colorado, United States', 'global_code': '85FQP2CV+22'}","['post_office', 'finance', 'point_of_interest', 'establishment']","201 Columbine Street #150, Denver",39.72009540000001,-104.9573949,3.5287,1,safety_security
"{'location': {'lat': 39.7202544, 'lng': -105.1498229}, 'viewport': {'northeast': {'lat': 39.7210627802915, 'lng': -105.1480447697085}, 'southwest': {'lat': 39.7183648197085, 'lng': -105.1507427302915}}}",Red Rocks Community College Police Department,"{'compound_code': 'PVC2+43 Lakewood, Colorado, United States', 'global_code': '85FPPVC2+43'}","['police', 'point_of_interest', 'establishment']","13300 West 6th Avenue, Lakewood",39.7202544,-105.1498229,13.8235,1,safety_security
"{'location': {'lat': 39.7212357, 'lng': -104.9524838}, 'viewport': {'northeast': {'lat': 39.7224875302915, 'lng': -104.9509996197085}, 'southwest': {'lat': 39.7197895697085, 'lng': -104.9536975802915}}}",Denver Public Library: Ross-Cherry Creek Branch Library,"{'compound_code': 'P2CX+F2 Denver, Colorado, United States', 'global_code': '85FQP2CX+F2'}","['library', 'point_of_interest', 'establishment']","305 Milwaukee Street, Denver",39.7212357,-104.9524838,3.8038,1,safety_security
"{'location': {'lat': 39.7222114, 'lng': -104.89665}, 'viewport': {'northeast': {'lat': 39.72353988029149, 'lng': -104.8953349697085}, 'southwest': {'lat': 39.72084191970849, 'lng': -104.8980329302915}}}",International School of Denver,"{'compound_code': 'P4C3+V8 Denver, Colorado, United States', 'global_code': '85FQP4C3+V8'}","['primary_school', 'secondary_school', 'school', 'point_of_interest', 'establishment']","7701 East 1st Place Unit C, Denver",39.7222114,-104.89665,8.2342,1,safety_security
"{'location': {'lat': 39.7224124, 'lng': -104.8210743}, 'viewport': {'northeast': {'lat': 39.7236549802915, 'lng': -104.8196934697085}, 'southwest': {'lat': 39.7209570197085, 'lng': -104.8223914302915}}}",Aurora Driver License Office,"{'compound_code': 'P5CH+XH Aurora, Colorado, United States', 'global_code': '85FQP5CH+XH'}","['local_government_office', 'point_of_interest', 'establishment']","14391 East 4th Avenue, Aurora",39.7224124,-104.8210743,14.6036,1,safety_security
"{'location': {'lat': 39.7225309, 'lng': -104.9101408}, 'viewport': {'northeast': {'lat': 39.72401028029149, 'lng': -104.9085902697085}, 'southwest': {'lat': 39.7213123197085, 'lng': -104.9112882302915}}}",Whiteman Elementary School,"{'compound_code': 'P3FQ+2W Denver, Colorado, United States', 'global_code': '85FQP3FQ+2W'}","['primary_school', 'school', 'point_of_interest', 'establishment']","451 Newport Street, Denver",39.7225309,-104.91014080000001,7.1058,1,safety_security
"{'location': {'lat': 39.7260392, 'lng': -104.9832743}, 'viewport': {'northeast': {'lat': 39.7273886802915, 'lng': -104.9821060197085}, 'southwest': {'lat': 39.7246907197085, 'lng': -104.9848039802915}}}",Church Pension Group,"{'compound_code': 'P2G8+CM Denver, Colorado, United States', 'global_code': '85FQP2G8+CM'}","['church', 'place_of_worship', 'point_of_interest', 'establishment']","600 Grant Street, Denver",39.7260392,-104.9832743,1.5858,1,safety_security
"{'location': {'lat': 39.7260526, 'lng': -104.9832282}, 'viewport': {'northeast': {'lat': 39.7274021302915, 'lng': -104.9820829697085}, 'southwest': {'lat': 39.7247041697085, 'lng': -104.9847809302915}}}",Honorary Consulate of France,"{'compound_code': 'P2G8+CP Denver, Colorado, United States', 'global_code': '85FQP2G8+CP'}","['embassy', 'point_of_interest', 'establishment']","600 Grant Street #620, Denver",39.7260526,-104.98322820000001,1.5859,1,safety_security
"{'location': {'lat': 39.7261575, 'lng': -105.1071389}, 'viewport': {'northeast': {'lat': 39.7276782802915, 'lng': -105.1057855197085}, 'southwest': {'lat': 39.7249803197085, 'lng': -105.1084834802915}}}",CBI,"{'compound_code': 'PVGV+F4 Lakewood, Colorado, United States', 'global_code': '85FPPVGV+F4'}","['police', 'local_government_office', 'point_of_interest', 'establishment']","690 Kipling Street #3000, Lakewood",39.7261575,-105.1071389,10.1117,1,safety_security
"{'location': {'lat': 39.7268978, 'lng': -105.1075074}, 'viewport': {'northeast': {'lat': 39.7281275802915, 'lng': -105.1063827697085}, 'southwest': {'lat': 39.7254296197085, 'lng': -105.1090807302915}}}",Criminal Justice Division,"{'compound_code': 'PVGR+QX Lakewood, Colorado, United States', 'global_code': '85FPPVGR+QX'}","['police', 'point_of_interest', 'establishment']","700 Kipling Street # 1000, Lakewood",39.726897799999996,-105.1075074,10.1314,1,safety_security
"{'location': {'lat': 39.7271198, 'lng': -104.8785996}, 'viewport': {'northeast': {'lat': 39.72852213029149, 'lng': -104.8774848697085}, 'southwest': {'lat': 39.7258241697085, 'lng': -104.8801828302915}}}",Community College of Aurora - Lowry Campus,"{'compound_code': 'P4GC+RH Denver, Colorado, United States', 'global_code': '85FQP4GC+RH'}","['university', 'point_of_interest', 'establishment']","710 Alton Way, Denver",39.7271198,-104.8785996,9.6527,1,safety_security
"{'location': {'lat': 39.7273858, 'lng': -105.1088601}, 'viewport': {'northeast': {'lat': 39.7288471802915, 'lng': -105.1075003197085}, 'southwest': {'lat': 39.7261492197085, 'lng': -105.1101982802915}}}",Colorado Department-Public Safety,"{'compound_code': 'PVGR+XF Lakewood, Colorado, United States', 'global_code': '85FPPVGR+XF'}","['fire_station', 'local_government_office', 'point_of_interest', 'establishment']","710 Kipling Street # 200, Lakewood",39.72738579999999,-105.1088601,10.238999999999999,1,safety_security
"{'location': {'lat': 39.7275378, 'lng': -105.0333819}, 'viewport': {'northeast': {'lat': 39.7288868802915, 'lng': -105.0322061697085}, 'southwest': {'lat': 39.7261889197085, 'lng': -105.0349041302915}}}",Church of the Advent,"{'compound_code': 'PXH8+2J Denver, Colorado, United States', 'global_code': '85FPPXH8+2J'}","['church', 'place_of_worship', 'point_of_interest', 'establishment']","678 King Street, Denver",39.72753779999999,-105.03338190000001,3.9152,1,safety_security
"{'location': {'lat': 39.7281629, 'lng': -105.2015278}, 'viewport': {'northeast': {'lat': 39.7294603802915, 'lng': -105.2000587697085}, 'southwest': {'lat': 39.7267624197085, 'lng': -105.2027567302915}}}",Jefferson County Criminal Ct,"{'compound_code': 'PQHX+79 Golden, Colorado, United States', 'global_code': '85FPPQHX+79'}","['local_government_office', 'point_of_interest', 'establishment']","100 Jefferson County Parkway, Golden",39.728162899999994,-105.2015278,18.1284,1,safety_security
"{'location': {'lat': 39.7283444, 'lng': -105.1064845}, 'viewport': {'northeast': {'lat': 39.7298004802915, 'lng': -105.1056505697085}, 'southwest': {'lat': 39.7271025197085, 'lng': -105.1083485302915}}}",Lakewood High School,"{'compound_code': 'PVHV+8C Lakewood, Colorado, United States', 'global_code': '85FPPVHV+8C'}","['school', 'point_of_interest', 'establishment']","9700 West 8th Avenue, Lakewood",39.7283444,-105.1064845,10.0238,1,safety_security
"{'location': {'lat': 39.7312376, 'lng': -105.2014364}, 'viewport': {'northeast': {'lat': 39.7323066302915, 'lng': -105.2004716697085}, 'southwest': {'lat': 39.72960866970851, 'lng': -105.2031696302915}}}",Jefferson County Sheriff's Office,"{'compound_code': 'PQJX+FC Golden, Colorado, United States', 'global_code': '85FPPQJX+FC'}","['police', 'local_government_office', 'health', 'point_of_interest', 'establishment']","200 Jefferson County Parkway, Golden",39.7312376,-105.2014364,18.1001,1,safety_security
"{'location': {'lat': 39.7319573, 'lng': -105.1764714}, 'viewport': {'northeast': {'lat': 39.73330763029149, 'lng': -105.1749144197085}, 'southwest': {'lat': 39.7306096697085, 'lng': -105.1776123802915}}}",Pleasant View Fire Department Station 41,"{'compound_code': 'PRJF+QC Golden, Colorado, United States', 'global_code': '85FPPRJF+QC'}","['fire_station', 'point_of_interest', 'establishment']","955 Moss Street, Golden",39.7319573,-105.17647140000001,15.9616,1,safety_security
"{'location': {'lat': 39.73450779999999, 'lng': -104.8087178}, 'viewport': {'northeast': {'lat': 39.73585508029149, 'lng': -104.8079704697085}, 'southwest': {'lat': 39.73315711970849, 'lng': -104.8106684302915}}}",Hinkley High School,"{'compound_code': 'P5MR+RG Aurora, Colorado, United States', 'global_code': '85FQP5MR+RG'}","['school', 'point_of_interest', 'establishment']","1250 Chambers Road, Aurora",39.73450779999999,-104.8087178,15.5484,1,safety_security
"{'location': {'lat': 39.7352318, 'lng': -105.1997291}, 'viewport': {'northeast': {'lat': 39.7363971302915, 'lng': -105.1981564197085}, 'southwest': {'lat': 39.7336991697085, 'lng': -105.2008543802915}}}",United States Postal Service,"{'compound_code': 'PRP2+34 Golden, Colorado, United States', 'global_code': '85FPPRP2+34'}","['post_office', 'finance', 'local_government_office', 'point_of_interest', 'establishment']","1100 Johnson Road, Golden",39.735231799999994,-105.1997291,17.9371,1,safety_security
"{'location': {'lat': 39.737371, 'lng': -104.988115}, 'viewport': {'northeast': {'lat': 39.7390961802915, 'lng': -104.9864847697085}, 'southwest': {'lat': 39.73639821970851, 'lng': -104.9891827302915}}}",Denver Public Library: Central Library,"{'compound_code': 'P2P6+WQ Denver, Colorado, United States', 'global_code': '85FQP2P6+WQ'}","['library', 'point_of_interest', 'establishment']","10 West 14th Avenue Parkway, Denver",39.737371,-104.988115,0.2766,1,safety_security
"{'location': {'lat': 39.737778, 'lng': -104.978056}, 'viewport': {'northeast': {'lat': 39.7390366802915, 'lng': -104.9768058197085}, 'southwest': {'lat': 39.73633871970851, 'lng': -104.9795037802915}}}",Saint John's Cathedral,"{'compound_code': 'P2QC+4Q Denver, Colorado, United States', 'global_code': '85FQP2QC+4Q'}","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']","1350 North Washington Street, Denver",39.737778000000006,-104.97805600000001,1.0564,1,safety_security
"{'location': {'lat': 39.7378121, 'lng': -104.9924636}, 'viewport': {'northeast': {'lat': 39.7391621802915, 'lng': -104.9907058697085}, 'southwest': {'lat': 39.7364642197085, 'lng': -104.9934038302915}}}",Denver Police Administration Building,"{'compound_code': 'P2Q5+42 Denver, Colorado, United States', 'global_code': '85FQP2Q5+42'}","['police', 'point_of_interest', 'establishment']","1331 Cherokee Street, Denver",39.737812100000006,-104.9924636,0.247,1,safety_security
"{'location': {'lat': 39.738047, 'lng': -104.980737}, 'viewport': {'northeast': {'lat': 39.7393934802915, 'lng': -104.9795669697085}, 'southwest': {'lat': 39.7366955197085, 'lng': -104.9822649302915}}}",The Salvation Army Intermountain Divisional Headquarters,"{'compound_code': 'P2Q9+6P Denver, Colorado, United States', 'global_code': '85FQP2Q9+6P'}","['church', 'place_of_worship', 'point_of_interest', 'establishment']","1370 Pennsylvania Street, Denver",39.738046999999995,-104.980737,0.8251,1,safety_security
"{'location': {'lat': 39.7381793, 'lng': -104.9934773}, 'viewport': {'northeast': {'lat': 39.7396690302915, 'lng': -104.9921125697085}, 'southwest': {'lat': 39.7369710697085, 'lng': -104.9948105302915}}}",United States Postal Service,"{'compound_code': 'P2Q4+7J Denver, Colorado, United States', 'global_code': '85FQP2Q4+7J'}","['post_office', 'finance', 'point_of_interest', 'establishment']","450 West 14th Avenue, Denver",39.73817929999999,-104.99347730000001,0.3002,1,safety_security
"{'location': {'lat': 39.7384983, 'lng': -104.9334769}, 'viewport': {'northeast': {'lat': 39.73974928029151, 'lng': -104.9321007197085}, 'southwest': {'lat': 39.73705131970851, 'lng': -104.9347986802915}}}",The International Society for Krishna Consciousness,"{'compound_code': 'P3Q8+9J Denver, Colorado, United States', 'global_code': '85FQP3Q8+9J'}","['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']","1400 Cherry Street, Denver",39.738498299999996,-104.9334769,4.8605,1,safety_security
"{'location': {'lat': 39.7385412, 'lng': -105.1645668}, 'viewport': {'northeast': {'lat': 39.7399074302915, 'lng': -105.1628729197085}, 'southwest': {'lat': 39.7372094697085, 'lng': -105.1655708802915}}}",Jeffco Public Schools,"{'compound_code': 'PRQP+C5 Golden, Colorado, United States', 'global_code': '85FPPRQP+C5'}","['school', 'point_of_interest', 'establishment']","1829 Denver West Drive, Golden",39.7385412,-105.1645668,14.9215,1,safety_security
"{'location': {'lat': 39.7385506, 'lng': -104.8088248}, 'viewport': {'northeast': {'lat': 39.7398265302915, 'lng': -104.8074771697085}, 'southwest': {'lat': 39.7371285697085, 'lng': -104.8101751302915}}}",Arapahoe County Community Services,"{'compound_code': 'P5QR+CF Aurora, Colorado, United States', 'global_code': '85FQP5QR+CF'}","['local_government_office', 'point_of_interest', 'establishment']","15400 East 14th Place #433, Aurora",39.738550599999996,-104.8088248,15.5301,1,safety_security
"{'location': {'lat': 39.73923259999999, 'lng': -104.990988}, 'viewport': {'northeast': {'lat': 39.74057948029149, 'lng': -104.9892702197085}, 'southwest': {'lat': 39.73788151970849, 'lng': -104.9919681802915}}}",Denver Media Center,"{'compound_code': 'P2Q5+MJ Denver, Colorado, United States', 'global_code': '85FQP2Q5+MJ'}","['local_government_office', 'point_of_interest', 'establishment']","1437 Bannock Street, Denver",39.73923259999999,-104.99098799999999,0.0631,1,safety_security
"{'location': {'lat': 39.7392327, 'lng': -104.9909879}, 'viewport': {'northeast': {'lat': 39.7405795802915, 'lng': -104.9892701697085}, 'southwest': {'lat': 39.7378816197085, 'lng': -104.9919681302915}}}",Courtroom W,"{'compound_code': 'P2Q5+MJ Denver, Colorado, United States', 'global_code': '85FQP2Q5+MJ'}","['local_government_office', 'point_of_interest', 'establishment']","1437 Bannock Street, Denver",39.7392327,-104.9909879,0.0631,1,safety_security
"{'location': {'lat': 39.73924349999999, 'lng': -104.9910272}, 'viewport': {'northeast': {'lat': 39.7405955802915, 'lng': -104.9892898697085}, 'southwest': {'lat': 39.7378976197085, 'lng': -104.9919878302915}}}",Denver Probate Court Clerk,"{'compound_code': 'P2Q5+MH Denver, Colorado, United States', 'global_code': '85FQP2Q5+MH'}","['courthouse', 'local_government_office', 'point_of_interest', 'establishment']","1437 Bannock Street #230, Denver",39.73924349999999,-104.9910272,0.0664,1,safety_security
"{'location': {'lat': 39.739264, 'lng': -104.994875}, 'viewport': {'northeast': {'lat': 39.7406718802915, 'lng': -104.9937292697085}, 'southwest': {'lat': 39.7379739197085, 'lng': -104.9964272302915}}}",Lindsey-Flanigan Courthouse,"{'compound_code': 'P2Q4+P3 Denver, Colorado, United States', 'global_code': '85FQP2Q4+P3'}","['courthouse', 'point_of_interest', 'establishment']","520 West Colfax Avenue, Denver",39.739264,-104.994875,0.3958,1,safety_security
"{'location': {'lat': 39.7395186, 'lng': -104.984796}, 'viewport': {'northeast': {'lat': 39.74103328029149, 'lng': -104.9834806197085}, 'southwest': {'lat': 39.7383353197085, 'lng': -104.9861785802915}}}",State Planning Office,"{'compound_code': 'P2Q8+R3 Denver, Colorado, United States', 'global_code': '85FQP2Q8+R3'}","['courthouse', 'local_government_office', 'point_of_interest', 'establishment']","200 East Colfax Avenue, Denver",39.7395186,-104.984796,0.46799999999999997,1,safety_security
"{'location': {'lat': 39.7403078, 'lng': -104.9843305}, 'viewport': {'northeast': {'lat': 39.74165668029151, 'lng': -104.9829241697085}, 'southwest': {'lat': 39.73895871970851, 'lng': -104.9856221302915}}}",Denver Small Business Opprtnty,"{'compound_code': 'P2R8+47 Denver, Colorado, United States', 'global_code': '85FQP2R8+47'}","['city_hall', 'local_government_office', 'point_of_interest', 'establishment']","201 West Colfax Avenue # 907, Denver",39.7403078,-104.9843305,0.5206,1,safety_security
"{'location': {'lat': 39.7404209, 'lng': -104.9974482}, 'viewport': {'northeast': {'lat': 39.7416354802915, 'lng': -104.9960992697085}, 'southwest': {'lat': 39.73893751970851, 'lng': -104.9987972302915}}}",Denver Fire Department,"{'compound_code': 'P2R3+52 Denver, Colorado, United States', 'global_code': '85FQP2R3+52'}","['fire_station', 'point_of_interest', 'establishment']","745 West Colfax Avenue, Denver",39.7404209,-104.99744820000001,0.63,1,safety_security
"{'location': {'lat': 39.7404326, 'lng': -104.9819312}, 'viewport': {'northeast': {'lat': 39.7417828802915, 'lng': -104.9807863697085}, 'southwest': {'lat': 39.7390849197085, 'lng': -104.9834843302915}}}",Cathedral Basilica of the Immaculate Conception,"{'compound_code': 'P2R9+56 Denver, Colorado, United States', 'global_code': '85FQP2R9+56'}","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']","1530 Logan Street, Denver",39.7404326,-104.98193119999999,0.7245,1,safety_security
"{'location': {'lat': 39.7409847, 'lng': -104.9724869}, 'viewport': {'northeast': {'lat': 39.7423333302915, 'lng': -104.9709674197085}, 'southwest': {'lat': 39.7396353697085, 'lng': -104.9736653802915}}}",United States Postal Service,"{'compound_code': 'P2RH+92 Denver, Colorado, United States', 'global_code': '85FQP2RH+92'}","['post_office', 'finance', 'point_of_interest', 'establishment']","1541 North Marion Street, Denver",39.7409847,-104.97248689999999,1.5330000000000001,1,safety_security
"{'location': {'lat': 39.7410398, 'lng': -104.9738162}, 'viewport': {'northeast': {'lat': 39.7423887802915, 'lng': -104.9722574697085}, 'southwest': {'lat': 39.7396908197085, 'lng': -104.9749554302915}}}",USPS Capitol Hill Annex,"{'compound_code': 'P2RG+CF Denver, Colorado, United States', 'global_code': '85FQP2RG+CF'}","['post_office', 'finance', 'point_of_interest', 'establishment']","1551 North Downing Street, Denver",39.741039799999996,-104.9738162,1.421,1,safety_security
"{'location': {'lat': 39.74126040000001, 'lng': -104.8749487}, 'viewport': {'northeast': {'lat': 39.7424891802915, 'lng': -104.8736034697085}, 'southwest': {'lat': 39.7397912197085, 'lng': -104.8763014302915}}}",United States Postal Service,"{'compound_code': 'P4RG+G2 Aurora, Colorado, United States', 'global_code': '85FQP4RG+G2'}","['post_office', 'finance', 'point_of_interest', 'establishment']","1550 Dayton Street, Aurora",39.74126040000001,-104.87494869999999,9.8721,1,safety_security
"{'location': {'lat': 39.74132609999999, 'lng': -104.9866218}, 'viewport': {'northeast': {'lat': 39.7426738302915, 'lng': -104.9856684697085}, 'southwest': {'lat': 39.7399758697085, 'lng': -104.9883664302915}}}",Colorado Board of Architects,"{'compound_code': 'P2R7+G9 Denver, Colorado, United States', 'global_code': '85FQP2R7+G9'}","['local_government_office', 'point_of_interest', 'establishment']","1560 Broadway # 1370, Denver",39.74132609999999,-104.9866218,0.3881,1,safety_security
"{'location': {'lat': 39.74134919999999, 'lng': -105.0055108}, 'viewport': {'northeast': {'lat': 39.7428366802915, 'lng': -105.0040003697085}, 'southwest': {'lat': 39.7401387197085, 'lng': -105.0066983302915}}}",Community College Of Denver,"{'compound_code': 'PXRV+GQ Denver, Colorado, United States', 'global_code': '85FPPXRV+GQ'}","['university', 'point_of_interest', 'establishment']","800 Curtis Street, Denver",39.74134919999999,-105.0055108,1.3272,1,safety_security
"{'location': {'lat': 39.74139099999999, 'lng': -104.980245}, 'viewport': {'northeast': {'lat': 39.74274063029151, 'lng': -104.9787317697085}, 'southwest': {'lat': 39.74004266970851, 'lng': -104.9814297302915}}}",Denver Community Church,"{'compound_code': 'P2R9+HW Denver, Colorado, United States', 'global_code': '85FQP2R9+HW'}","['church', 'place_of_worship', 'point_of_interest', 'establishment']","1595 Pearl Street, Denver",39.74139099999999,-104.980245,0.8895,1,safety_security
"{'location': {'lat': 39.7413911, 'lng': -104.9864523}, 'viewport': {'northeast': {'lat': 39.7427400802915, 'lng': -104.9849462197085}, 'southwest': {'lat': 39.74004211970851, 'lng': -104.9876441802915}}}",Physical Therapy Licensure,"{'compound_code': 'P2R7+HC Denver, Colorado, United States', 'global_code': '85FQP2R7+HC'}","['local_government_office', 'point_of_interest', 'establishment']","1560 Broadway, Denver",39.7413911,-104.98645230000001,0.4041,1,safety_security
"{'location': {'lat': 39.741585, 'lng': -104.9559827}, 'viewport': {'northeast': {'lat': 39.7429320302915, 'lng': -104.9550135197085}, 'southwest': {'lat': 39.7402340697085, 'lng': -104.9577114802915}}}",Denver East High School,"{'compound_code': 'P2RV+JJ Denver, Colorado, United States', 'global_code': '85FQP2RV+JJ'}","['secondary_school', 'school', 'point_of_interest', 'establishment']","1600 City Park Esplanade, Denver",39.741585,-104.9559827,2.9449,1,safety_security
"{'location': {'lat': 39.7421867, 'lng': -104.9869233}, 'viewport': {'northeast': {'lat': 39.7435363802915, 'lng': -104.9858175697085}, 'southwest': {'lat': 39.7408384197085, 'lng': -104.9885155302915}}}",Taipei Economic & Cultural Office in Denver,"{'compound_code': 'P2R7+V6 Denver, Colorado, United States', 'global_code': '85FQP2R7+V6'}","['embassy', 'point_of_interest', 'establishment']","1600 Broadway #1740, Denver",39.742186700000005,-104.9869233,0.4348,1,safety_security
"{'location': {'lat': 39.742211, 'lng': -104.9878571}, 'viewport': {'northeast': {'lat': 39.7435659302915, 'lng': -104.9862850697085}, 'southwest': {'lat': 39.7408679697085, 'lng': -104.9889830302915}}}",US Export Assistance Center,"{'compound_code': 'P2R6+VV Denver, Colorado, United States', 'global_code': '85FQP2R6+VV'}","['courthouse', 'point_of_interest', 'establishment']","1625 Broadway # 680, Denver",39.742211,-104.9878571,0.3895,1,safety_security
"{'location': {'lat': 39.7423811, 'lng': -104.9879748}, 'viewport': {'northeast': {'lat': 39.7437374802915, 'lng': -104.9863478197085}, 'southwest': {'lat': 39.7410395197085, 'lng': -104.9890457802915}}}",Consulate General of Canada in Denver,"{'compound_code': 'P2R6+XR Denver, Colorado, United States', 'global_code': '85FQP2R6+XR'}","['embassy', 'point_of_interest', 'establishment']","1625 Broadway Suite 2600, Denver",39.742381099999996,-104.98797479999999,0.4007,1,safety_security
