geometry,name,plus_code,types,vicinity,latitude,longitude,lifeline_number,lifeline_category
"{'location': {'lat': 39.7094444, 'lng': -104.8652778}, 'viewport': {'northeast': {'lat': 39.7109291302915, 'lng': -104.8641248697085}, 'southwest': {'lat': 39.7082311697085, 'lng': -104.8668228302915}}}",Larry H. Miller Colorado Jeep,"{'compound_code': 'P45M+QV Aurora, Colorado, United States', 'global_code': '85FQP45M+QV'}","['finance', 'car_dealer', 'car_repair', 'point_of_interest', 'store', 'establishment']","350 South Havana Street, Aurora",39.709444399999995,-104.86527779999999,1,safety_security
"{'location': {'lat': 39.7097274, 'lng': -105.0809138}, 'viewport': {'northeast': {'lat': 39.7112345802915, 'lng': -105.0795570197085}, 'southwest': {'lat': 39.7085366197085, 'lng': -105.0822549802915}}}",Best Buy,"{'compound_code': 'PW59+VJ Lakewood, Colorado, United States', 'global_code': '85FPPW59+VJ'}","['electronics_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']","384 South Wadsworth Boulevard, Lakewood",39.7097274,-105.0809138,1,safety_security
"{'location': {'lat': 39.7097371, 'lng': -104.9375269}, 'viewport': {'northeast': {'lat': 39.7110835302915, 'lng': -104.9362390197085}, 'southwest': {'lat': 39.7083855697085, 'lng': -104.9389369802915}}}",Bed Bath & Beyond,"{'compound_code': 'P356+VX Glendale, Colorado, United States', 'global_code': '85FQP356+VX'}","['department_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']","370 South Colorado Boulevard, Glendale",39.709737100000005,-104.93752690000001,1,safety_security
"{'location': {'lat': 39.709936, 'lng': -105.073331}, 'viewport': {'northeast': {'lat': 39.7112577802915, 'lng': -105.0721984197085}, 'southwest': {'lat': 39.7085598197085, 'lng': -105.0748963802915}}}",Hobby Lobby,"{'compound_code': 'PW5G+XM Lakewood, Colorado, United States', 'global_code': '85FPPW5G+XM'}","['home_goods_store', 'point_of_interest', 'store', 'establishment']","7000 West Alameda Avenue unit h, Lakewood",39.709936,-105.07333100000001,1,safety_security
"{'location': {'lat': 39.70995720000001, 'lng': -104.9961478}, 'viewport': {'northeast': {'lat': 39.7113801302915, 'lng': -104.9949907197085}, 'southwest': {'lat': 39.7086821697085, 'lng': -104.9976886802915}}}",Emich Volkswagen,"{'compound_code': 'P253+XG Denver, Colorado, United States', 'global_code': '85FQP253+XG'}","['finance', 'car_dealer', 'point_of_interest', 'store', 'establishment']","350 South Santa Fe Drive, Denver",39.70995720000001,-104.99614779999999,1,safety_security
"{'location': {'lat': 39.7103354, 'lng': -104.9394587}, 'viewport': {'northeast': {'lat': 39.7116837302915, 'lng': -104.9383468697085}, 'southwest': {'lat': 39.7089857697085, 'lng': -104.9410448302915}}}",Walgreens,"{'compound_code': 'P366+46 Glendale, Colorado, United States', 'global_code': '85FQP366+46'}","['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'clothing_store', 'store', 'establishment']","360 South Colorado Boulevard, Glendale",39.7103354,-104.9394587,1,safety_security
"{'location': {'lat': 39.7103831, 'lng': -105.0734533}, 'viewport': {'northeast': {'lat': 39.7117443802915, 'lng': -105.0722602197085}, 'southwest': {'lat': 39.7090464197085, 'lng': -105.0749581802915}}}",Party City,"{'compound_code': 'PW6G+5J Lakewood, Colorado, United States', 'global_code': '85FPPW6G+5J'}","['home_goods_store', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']","7000 West Alameda Avenue, Lakewood",39.7103831,-105.07345330000001,1,safety_security
"{'location': {'lat': 39.710505, 'lng': -105.013596}, 'viewport': {'northeast': {'lat': 39.7118542302915, 'lng': -105.0123786197085}, 'southwest': {'lat': 39.7091562697085, 'lng': -105.0150765802915}}}",Pacific Ocean Marketplace - Denver,"{'compound_code': 'PX6P+6H Denver, Colorado, United States', 'global_code': '85FPPX6P+6H'}","['bakery', 'supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']","2200 West Alameda Avenue #2B, Denver",39.710505,-105.01359599999999,1,safety_security
"{'location': {'lat': 39.7105199, 'lng': -104.8154514}, 'viewport': {'northeast': {'lat': 39.7120307302915, 'lng': -104.8140944197085}, 'southwest': {'lat': 39.7093327697085, 'lng': -104.8167923802915}}}",Aurora Public Library (Central),"{'compound_code': 'P56M+6R Aurora, Colorado, United States', 'global_code': '85FQP56M+6R'}","['library', 'point_of_interest', 'establishment']","14949 East Alameda Parkway, Aurora",39.710519899999994,-104.81545140000001,1,safety_security
"{'location': {'lat': 39.7107792, 'lng': -104.8124348}, 'viewport': {'northeast': {'lat': 39.7119760302915, 'lng': -104.8108592697085}, 'southwest': {'lat': 39.7092780697085, 'lng': -104.8135572302915}}}",Aurora,"{'compound_code': 'P56Q+82 Aurora, Colorado, United States', 'global_code': '85FQP56Q+82'}","['city_hall', 'local_government_office', 'point_of_interest', 'establishment']","15151 East Alameda Parkway, Aurora",39.710779200000005,-104.8124348,1,safety_security
"{'location': {'lat': 39.71082519999999, 'lng': -105.032021}, 'viewport': {'northeast': {'lat': 39.7122510302915, 'lng': -105.0307045697085}, 'southwest': {'lat': 39.7095530697085, 'lng': -105.0334025302915}}}",Pynergy LLC,"{'compound_code': 'PX69+85 Denver, Colorado, United States', 'global_code': '85FPPX69+85'}","['convenience_store', 'gas_station', 'food', 'point_of_interest', 'store', 'establishment']","3434 West Alameda Avenue, Denver",39.71082519999999,-105.032021,1,safety_security
"{'location': {'lat': 39.7109178, 'lng': -104.8306147}, 'viewport': {'northeast': {'lat': 39.71220743029149, 'lng': -104.8291147697085}, 'southwest': {'lat': 39.7095094697085, 'lng': -104.8318127302915}}}",Harbor Freight Tools,"{'compound_code': 'P569+9Q Aurora, Colorado, United States', 'global_code': '85FQP569+9Q'}","['hardware_store', 'point_of_interest', 'store', 'establishment']","13668 East Alameda Avenue, Aurora",39.7109178,-104.8306147,1,safety_security
"{'location': {'lat': 39.71105499999999, 'lng': -104.9423222}, 'viewport': {'northeast': {'lat': 39.7124048302915, 'lng': -104.9408573697085}, 'southwest': {'lat': 39.7097068697085, 'lng': -104.9435553302915}}}",Consulate General of Slovakia,"{'compound_code': 'P365+C3 Denver, Colorado, United States', 'global_code': '85FQP365+C3'}","['embassy', 'lawyer', 'point_of_interest', 'establishment']","300 South Jackson Street, Denver",39.71105499999999,-104.9423222,1,safety_security
"{'location': {'lat': 39.7110634, 'lng': -104.8124705}, 'viewport': {'northeast': {'lat': 39.7124343302915, 'lng': -104.8108790697085}, 'southwest': {'lat': 39.7097363697085, 'lng': -104.8135770302915}}}",City of Aurora Colorado,"{'compound_code': 'P56Q+C2 Aurora, Colorado, United States', 'global_code': '85FQP56Q+C2'}","['city_hall', 'local_government_office', 'point_of_interest', 'establishment']","15151 East Alameda Parkway #4600, Aurora",39.71106339999999,-104.81247049999999,1,safety_security
"{'location': {'lat': 39.711498, 'lng': -105.0188913}, 'viewport': {'northeast': {'lat': 39.7127822302915, 'lng': -105.0175473697085}, 'southwest': {'lat': 39.7100842697085, 'lng': -105.0202453302915}}}",U-Haul at Alameda Ave,"{'compound_code': 'PX6J+HC Denver, Colorado, United States', 'global_code': '85FPPX6J+HC'}","['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']","2645 West Alameda Avenue, Denver",39.711498,-105.01889129999999,1,safety_security
"{'location': {'lat': 39.7115335, 'lng': -104.8147514}, 'viewport': {'northeast': {'lat': 39.7131287802915, 'lng': -104.8130319697085}, 'southwest': {'lat': 39.7104308197085, 'lng': -104.8157299302915}}}",Aurora City Municipal Court,"{'compound_code': 'P56P+J3 Aurora, Colorado, United States', 'global_code': '85FQP56P+J3'}","['courthouse', 'local_government_office', 'point_of_interest', 'establishment']","14999 East Alameda Parkway, Aurora",39.7115335,-104.8147514,1,safety_security
"{'location': {'lat': 39.711534, 'lng': -104.983023}, 'viewport': {'northeast': {'lat': 39.71288223029151, 'lng': -104.9815864197085}, 'southwest': {'lat': 39.71018426970851, 'lng': -104.9842843802915}}}",Lucile's Creole Cafe,"{'compound_code': 'P268+JQ Denver, Colorado, United States', 'global_code': '85FQP268+JQ'}","['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","275 South Logan Street, Denver",39.711534,-104.983023,1,safety_security
"{'location': {'lat': 39.7115714, 'lng': -104.8644399}, 'viewport': {'northeast': {'lat': 39.7128072802915, 'lng': -104.8630905197085}, 'southwest': {'lat': 39.7101093197085, 'lng': -104.8657884802915}}}",Walgreens,"{'compound_code': 'P46P+J6 Aurora, Colorado, United States', 'global_code': '85FQP46P+J6'}","['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'clothing_store', 'store', 'establishment']","10601 East Alameda Avenue, Aurora",39.7115714,-104.8644399,1,safety_security
"{'location': {'lat': 39.71168, 'lng': -104.914553}, 'viewport': {'northeast': {'lat': 39.7131326302915, 'lng': -104.9132043697085}, 'southwest': {'lat': 39.7104346697085, 'lng': -104.9159023302915}}}",Kehilas Bais Yisroel,"{'compound_code': 'P36P+M5 Denver, Colorado, United States', 'global_code': '85FQP36P+M5'}","['synagogue', 'place_of_worship', 'point_of_interest', 'establishment']","295 South Locust Street, Denver",39.71168,-104.914553,1,safety_security
"{'location': {'lat': 39.7117288, 'lng': -105.0985794}, 'viewport': {'northeast': {'lat': 39.7132043802915, 'lng': -105.0972304197085}, 'southwest': {'lat': 39.7105064197085, 'lng': -105.0999283802915}}}",Mile Hi Church,"{'compound_code': 'PW62+MH Lakewood, Colorado, United States', 'global_code': '85FPPW62+MH'}","['church', 'place_of_worship', 'point_of_interest', 'establishment']","9077 West Alameda Avenue, Lakewood",39.711728799999996,-105.0985794,1,safety_security
"{'location': {'lat': 39.71173469999999, 'lng': -104.9147102}, 'viewport': {'northeast': {'lat': 39.7131598302915, 'lng': -104.9133614697085}, 'southwest': {'lat': 39.7104618697085, 'lng': -104.9160594302915}}}",Western Center for Russian Jewry,"{'compound_code': 'P36P+M4 Denver, Colorado, United States', 'global_code': '85FQP36P+M4'}","['synagogue', 'place_of_worship', 'point_of_interest', 'establishment']","295 South Locust Street, Denver",39.711734699999994,-104.9147102,1,safety_security
"{'location': {'lat': 39.7119654, 'lng': -105.0700042}, 'viewport': {'northeast': {'lat': 39.7136793802915, 'lng': -105.0689853697085}, 'southwest': {'lat': 39.7109814197085, 'lng': -105.0716833302915}}}",The Home Depot,"{'compound_code': 'PW6H+QX Lakewood, Colorado, United States', 'global_code': '85FPPW6H+QX'}","['hardware_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']","6701 West Alameda Avenue, Lakewood",39.7119654,-105.07000420000001,1,safety_security
"{'location': {'lat': 39.7120065, 'lng': -105.1180719}, 'viewport': {'northeast': {'lat': 39.7132356302915, 'lng': -105.1169589697085}, 'southwest': {'lat': 39.7105376697085, 'lng': -105.1196569302915}}}",United States Postal Service,"{'compound_code': 'PV6J+RQ Lakewood, Colorado, United States', 'global_code': '85FPPV6J+RQ'}","['post_office', 'finance', 'local_government_office', 'point_of_interest', 'establishment']","10799 West Alameda Avenue, Lakewood",39.7120065,-105.1180719,1,safety_security
"{'location': {'lat': 39.7122465, 'lng': -104.8600433}, 'viewport': {'northeast': {'lat': 39.7133678302915, 'lng': -104.8586896697085}, 'southwest': {'lat': 39.7106698697085, 'lng': -104.8613876302915}}}",Lotus School For Excellence,"{'compound_code': 'P46Q+VX Aurora, Colorado, United States', 'global_code': '85FQP46Q+VX'}","['school', 'primary_school', 'secondary_school', 'point_of_interest', 'establishment']","11001 East Alameda Avenue, Aurora",39.7122465,-104.8600433,1,safety_security
"{'location': {'lat': 39.7122639, 'lng': -104.9873699}, 'viewport': {'northeast': {'lat': 39.71361348029149, 'lng': -104.9861126197085}, 'southwest': {'lat': 39.71091551970849, 'lng': -104.9888105802915}}}",The Bardo Coffee House,"{'compound_code': 'P267+W3 Denver, Colorado, United States', 'global_code': '85FQP267+W3'}","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","238 South Broadway, Denver",39.712263899999996,-104.9873699,1,safety_security
"{'location': {'lat': 39.7123499, 'lng': -105.0962403}, 'viewport': {'northeast': {'lat': 39.71460119999999, 'lng': -105.08807705}, 'southwest': {'lat': 39.70980919999999, 'lng': -105.10420325}}}",Colorado Christian University,"{'compound_code': 'PW63+WG Lakewood, Colorado, United States', 'global_code': '85FPPW63+WG'}","['university', 'point_of_interest', 'establishment']","8787 West Alameda Avenue, Lakewood",39.7123499,-105.09624029999999,1,safety_security
"{'location': {'lat': 39.7127248, 'lng': -104.9879251}, 'viewport': {'northeast': {'lat': 39.7140522302915, 'lng': -104.9863877697085}, 'southwest': {'lat': 39.7113542697085, 'lng': -104.9890857302915}}}",United States Postal Service,"{'compound_code': 'P276+3R Denver, Colorado, United States', 'global_code': '85FQP276+3R'}","['post_office', 'finance', 'point_of_interest', 'establishment']","225 South Broadway, Denver",39.7127248,-104.9879251,1,safety_security
"{'location': {'lat': 39.7132277, 'lng': -104.8243946}, 'viewport': {'northeast': {'lat': 39.7146972302915, 'lng': -104.8228801697085}, 'southwest': {'lat': 39.7119992697085, 'lng': -104.8255781302915}}}",Barnes & Noble,"{'compound_code': 'P57G+76 Aurora, Colorado, United States', 'global_code': '85FQP57G+76'}","['book_store', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","170 South Abilene Street, Aurora",39.7132277,-104.8243946,1,safety_security
"{'location': {'lat': 39.713337, 'lng': -104.921919}, 'viewport': {'northeast': {'lat': 39.7146862302915, 'lng': -104.9207495697085}, 'southwest': {'lat': 39.7119882697085, 'lng': -104.9234475302915}}}",East Denver Orthodox Synagogue,"{'compound_code': 'P37H+86 Denver, Colorado, United States', 'global_code': '85FQP37H+86'}","['synagogue', 'place_of_worship', 'point_of_interest', 'establishment']","198 South Holly Street, Denver",39.713337,-104.92191899999999,1,safety_security
"{'location': {'lat': 39.71557299999999, 'lng': -104.825452}, 'viewport': {'northeast': {'lat': 39.71689658029149, 'lng': -104.8238809697085}, 'southwest': {'lat': 39.71419861970849, 'lng': -104.8265789302915}}}",PetSmart,"{'compound_code': 'P58F+6R Aurora, Colorado, United States', 'global_code': '85FQP58F+6R'}","['veterinary_care', 'point_of_interest', 'store', 'establishment']","40 South Abilene Street, Aurora",39.71557299999999,-104.825452,1,safety_security
"{'location': {'lat': 39.7164825, 'lng': -104.9520548}, 'viewport': {'northeast': {'lat': 39.71781028029149, 'lng': -104.9505676697085}, 'southwest': {'lat': 39.7151123197085, 'lng': -104.9532656302915}}}",Apple Cherry Creek,"{'compound_code': 'P28X+H5 Denver, Colorado, United States', 'global_code': '85FQP28X+H5'}","['electronics_store', 'point_of_interest', 'store', 'establishment']","3000 East 1st Avenue, Denver",39.7164825,-104.9520548,1,safety_security
"{'location': {'lat': 39.7168089, 'lng': -104.9542536}, 'viewport': {'northeast': {'lat': 39.7181190302915, 'lng': -104.9534186197085}, 'southwest': {'lat': 39.7154210697085, 'lng': -104.9561165802915}}}",TUMI Store - Cherry Creek,"{'compound_code': 'P28W+P7 Denver, Colorado, United States', 'global_code': '85FQP28W+P7'}","['point_of_interest', 'store', 'establishment']","3000 East 1st Avenue Space# 258, Denver",39.7168089,-104.95425359999999,1,safety_security
"{'location': {'lat': 39.7169288, 'lng': -104.9258259}, 'viewport': {'northeast': {'lat': 39.7183223802915, 'lng': -104.9241969697085}, 'southwest': {'lat': 39.7156244197085, 'lng': -104.9268949302915}}}",Temple Emanuel,"{'compound_code': 'P38F+QM Denver, Colorado, United States', 'global_code': '85FQP38F+QM'}","['synagogue', 'place_of_worship', 'point_of_interest', 'establishment']","51 Grape Street, Denver",39.71692879999999,-104.9258259,1,safety_security
"{'location': {'lat': 39.717012, 'lng': -104.936236}, 'viewport': {'northeast': {'lat': 39.71835988029149, 'lng': -104.9348017197085}, 'southwest': {'lat': 39.7156619197085, 'lng': -104.9374996802915}}}",Graland Country Day School,"{'compound_code': 'P387+RG Denver, Colorado, United States', 'global_code': '85FQP387+RG'}","['school', 'primary_school', 'secondary_school', 'point_of_interest', 'establishment']","55 Clermont Street, Denver",39.717012,-104.93623600000001,1,safety_security
"{'location': {'lat': 39.7171017, 'lng': -104.9533524}, 'viewport': {'northeast': {'lat': 39.7182146802915, 'lng': -104.9520582697085}, 'southwest': {'lat': 39.7155167197085, 'lng': -104.9547562302915}}}",Restoration Hardware,"{'compound_code': 'P28W+RM Denver, Colorado, United States', 'global_code': '85FQP28W+RM'}","['furniture_store', 'home_goods_store', 'general_contractor', 'point_of_interest', 'store', 'establishment']","2900 East 1st Avenue, Denver",39.71710170000001,-104.9533524,1,safety_security
"{'location': {'lat': 39.71720260000001, 'lng': -104.9550336}, 'viewport': {'northeast': {'lat': 39.7190617, 'lng': -104.9515519}, 'southwest': {'lat': 39.71416809999999, 'lng': -104.9568523}}}",Nordstrom Cherry Creek Shopping Center,"{'compound_code': 'P28V+VX Denver, Colorado, United States', 'global_code': '85FQP28V+VX'}","['department_store', 'shoe_store', 'point_of_interest', 'clothing_store', 'store', 'establishment']","2810 East 1st Avenue, Denver",39.71720260000001,-104.9550336,1,safety_security
"{'location': {'lat': 39.7174363, 'lng': -104.9458579}, 'viewport': {'northeast': {'lat': 39.7187852802915, 'lng': -104.9446626697085}, 'southwest': {'lat': 39.7160873197085, 'lng': -104.9473606302915}}}",The Ambassador East,"{'compound_code': 'P383+XM Denver, Colorado, United States', 'global_code': '85FQP383+XM'}","['embassy', 'point_of_interest', 'establishment']","90 Madison Street, Denver",39.717436299999996,-104.94585790000002,1,safety_security
"{'location': {'lat': 39.717683, 'lng': -105.00254}, 'viewport': {'northeast': {'lat': 39.71891163029151, 'lng': -105.0013559197085}, 'southwest': {'lat': 39.71621366970851, 'lng': -105.0040538802915}}}",Habitat Denver ReStore,"{'compound_code': 'PX9W+3X Denver, Colorado, United States', 'global_code': '85FPPX9W+3X'}","['home_goods_store', 'point_of_interest', 'store', 'establishment']","70 Rio Grande Boulevard, Denver",39.717683,-105.00254,1,safety_security
"{'location': {'lat': 39.7178561, 'lng': -104.9999052}, 'viewport': {'northeast': {'lat': 39.7192047802915, 'lng': -104.9986907197085}, 'southwest': {'lat': 39.7165068197085, 'lng': -105.0013886802915}}}",Penske Truck Rental,"{'compound_code': 'P292+42 Denver, Colorado, United States', 'global_code': '85FQP292+42'}","['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']","70 Kalamath Street, Denver",39.7178561,-104.99990520000001,1,safety_security
"{'location': {'lat': 39.7186049, 'lng': -104.9577432}, 'viewport': {'northeast': {'lat': 39.7200463302915, 'lng': -104.9566000197085}, 'southwest': {'lat': 39.7173483697085, 'lng': -104.9592979802915}}}",Whole Foods Market,"{'compound_code': 'P29R+CW Denver, Colorado, United States', 'global_code': '85FQP29R+CW'}","['grocery_or_supermarket', 'supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']","2375 East 1st Avenue, Denver",39.7186049,-104.9577432,1,safety_security
"{'location': {'lat': 39.7189616, 'lng': -104.8661972}, 'viewport': {'northeast': {'lat': 39.7204019802915, 'lng': -104.8648482197085}, 'southwest': {'lat': 39.7177040197085, 'lng': -104.8675461802915}}}",Concorde Career College - Aurora,"{'compound_code': 'P49M+HG Aurora, Colorado, United States', 'global_code': '85FQP49M+HG'}","['university', 'school', 'health', 'point_of_interest', 'establishment']","111 Havana Street, Aurora",39.71896160000001,-104.8661972,1,safety_security
"{'location': {'lat': 39.7189644, 'lng': -104.9871878}, 'viewport': {'northeast': {'lat': 39.7203428802915, 'lng': -104.9858387697085}, 'southwest': {'lat': 39.7176449197085, 'lng': -104.9885367302915}}}",Walgreens,"{'compound_code': 'P297+H4 Denver, Colorado, United States', 'global_code': '85FQP297+H4'}","['drugstore', 'convenience_store', 'food', 'health', 'point_of_interest', 'clothing_store', 'store', 'establishment']","120 Broadway, Denver",39.7189644,-104.9871878,1,safety_security
"{'location': {'lat': 39.7191012, 'lng': -104.988538}, 'viewport': {'northeast': {'lat': 39.72057993029149, 'lng': -104.9871911197085}, 'southwest': {'lat': 39.71788196970849, 'lng': -104.9898890802915}}}",Denver Fire Department Station 11,"{'compound_code': 'P296+JH Denver, Colorado, United States', 'global_code': '85FQP296+JH'}","['fire_station', 'point_of_interest', 'establishment']","40 West 2nd Avenue, Denver",39.719101200000004,-104.98853799999999,1,safety_security
"{'location': {'lat': 39.71950520000001, 'lng': -105.1008175}, 'viewport': {'northeast': {'lat': 39.7208559302915, 'lng': -105.0996233197085}, 'southwest': {'lat': 39.7181579697085, 'lng': -105.1023212802915}}}",The Way Congregation,"{'compound_code': 'PV9X+RM Lakewood, Colorado, United States', 'global_code': '85FPPV9X+RM'}","['synagogue', 'church', 'place_of_worship', 'point_of_interest', 'establishment']","9210 West 2nd Avenue, Lakewood",39.71950520000001,-105.1008175,1,safety_security
"{'location': {'lat': 39.71976160000001, 'lng': -105.0801991}, 'viewport': {'northeast': {'lat': 39.7209519802915, 'lng': -105.0788594697085}, 'southwest': {'lat': 39.7182540197085, 'lng': -105.0815574302915}}}",PetSmart,"{'compound_code': 'PW99+WW Lakewood, Colorado, United States', 'global_code': '85FPPW99+WW'}","['veterinary_care', 'point_of_interest', 'store', 'establishment']","160 Wadsworth Boulevard, Lakewood",39.71976160000001,-105.08019909999999,1,safety_security
"{'location': {'lat': 39.72009540000001, 'lng': -104.9573949}, 'viewport': {'northeast': {'lat': 39.72143588029151, 'lng': -104.9558716697085}, 'southwest': {'lat': 39.71873791970851, 'lng': -104.9585696302915}}}",United States Postal Service,"{'compound_code': 'P2CV+22 Denver, Colorado, United States', 'global_code': '85FQP2CV+22'}","['post_office', 'finance', 'point_of_interest', 'establishment']","201 Columbine Street #150, Denver",39.72009540000001,-104.9573949,1,safety_security
"{'location': {'lat': 39.7202544, 'lng': -105.1498229}, 'viewport': {'northeast': {'lat': 39.7210627802915, 'lng': -105.1480447697085}, 'southwest': {'lat': 39.7183648197085, 'lng': -105.1507427302915}}}",Red Rocks Community College Police Department,"{'compound_code': 'PVC2+43 Lakewood, Colorado, United States', 'global_code': '85FPPVC2+43'}","['police', 'point_of_interest', 'establishment']","13300 West 6th Avenue, Lakewood",39.7202544,-105.1498229,1,safety_security
"{'location': {'lat': 39.72072319999999, 'lng': -104.9878542}, 'viewport': {'northeast': {'lat': 39.72207283029149, 'lng': -104.9863316197085}, 'southwest': {'lat': 39.7193748697085, 'lng': -104.9890295802915}}}",Sugar Bakeshop,"{'compound_code': 'P2C6+7V Denver, Colorado, United States', 'global_code': '85FQP2C6+7V'}","['bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","277 Broadway, Denver",39.72072319999999,-104.98785420000002,1,safety_security
"{'location': {'lat': 39.7212357, 'lng': -104.9524838}, 'viewport': {'northeast': {'lat': 39.7224875302915, 'lng': -104.9509996197085}, 'southwest': {'lat': 39.7197895697085, 'lng': -104.9536975802915}}}",Denver Public Library: Ross-Cherry Creek Branch Library,"{'compound_code': 'P2CX+F2 Denver, Colorado, United States', 'global_code': '85FQP2CX+F2'}","['library', 'point_of_interest', 'establishment']","305 Milwaukee Street, Denver",39.7212357,-104.9524838,1,safety_security
"{'location': {'lat': 39.7217735, 'lng': -105.0804223}, 'viewport': {'northeast': {'lat': 39.72304963029149, 'lng': -105.0791399197085}, 'southwest': {'lat': 39.72035166970849, 'lng': -105.0818378802915}}}",Walmart Supercenter,"{'compound_code': 'PWC9+PR Lakewood, Colorado, United States', 'global_code': '85FPPWC9+PR'}","['department_store', 'supermarket', 'grocery_or_supermarket', 'electronics_store', 'food', 'point_of_interest', 'store', 'establishment']","440 Wadsworth Boulevard, Lakewood",39.7217735,-105.0804223,1,safety_security
"{'location': {'lat': 39.7220097, 'lng': -104.9028408}, 'viewport': {'northeast': {'lat': 39.7232630802915, 'lng': -104.9016020697085}, 'southwest': {'lat': 39.7205651197085, 'lng': -104.9043000302915}}}",Stanley British Primary School,"{'compound_code': 'P3CW+RV Denver, Colorado, United States', 'global_code': '85FQP3CW+RV'}","['school', 'primary_school', 'point_of_interest', 'establishment']","350 Quebec Street, Denver",39.7220097,-104.9028408,1,safety_security
"{'location': {'lat': 39.7222114, 'lng': -104.89665}, 'viewport': {'northeast': {'lat': 39.72353988029149, 'lng': -104.8953349697085}, 'southwest': {'lat': 39.72084191970849, 'lng': -104.8980329302915}}}",International School of Denver,"{'compound_code': 'P4C3+V8 Denver, Colorado, United States', 'global_code': '85FQP4C3+V8'}","['primary_school', 'secondary_school', 'school', 'point_of_interest', 'establishment']","7701 East 1st Place Unit C, Denver",39.7222114,-104.89665,1,safety_security
"{'location': {'lat': 39.7224124, 'lng': -104.8210743}, 'viewport': {'northeast': {'lat': 39.7236549802915, 'lng': -104.8196934697085}, 'southwest': {'lat': 39.7209570197085, 'lng': -104.8223914302915}}}",Aurora Driver License Office,"{'compound_code': 'P5CH+XH Aurora, Colorado, United States', 'global_code': '85FQP5CH+XH'}","['local_government_office', 'point_of_interest', 'establishment']","14391 East 4th Avenue, Aurora",39.7224124,-104.8210743,1,safety_security
"{'location': {'lat': 39.7225309, 'lng': -104.9101408}, 'viewport': {'northeast': {'lat': 39.72401028029149, 'lng': -104.9085902697085}, 'southwest': {'lat': 39.7213123197085, 'lng': -104.9112882302915}}}",Whiteman Elementary School,"{'compound_code': 'P3FQ+2W Denver, Colorado, United States', 'global_code': '85FQP3FQ+2W'}","['primary_school', 'school', 'point_of_interest', 'establishment']","451 Newport Street, Denver",39.7225309,-104.91014080000001,1,safety_security
"{'location': {'lat': 39.722697, 'lng': -104.9099894}, 'viewport': {'northeast': {'lat': 39.72404668029149, 'lng': -104.9085141197085}, 'southwest': {'lat': 39.7213487197085, 'lng': -104.9112120802915}}}",Denver Language School - Whiteman Campus,"{'compound_code': 'P3FR+32 Denver, Colorado, United States', 'global_code': '85FQP3FR+32'}","['primary_school', 'school', 'point_of_interest', 'establishment']","451 Newport Street, Denver",39.722697,-104.90998940000001,1,safety_security
"{'location': {'lat': 39.72333890000001, 'lng': -105.0060262}, 'viewport': {'northeast': {'lat': 39.7246882802915, 'lng': -105.0044393197085}, 'southwest': {'lat': 39.72199031970851, 'lng': -105.0071372802915}}}",Denver Hardware Company,"{'compound_code': 'PXFV+8H Denver, Colorado, United States', 'global_code': '85FPPXFV+8H'}","['hardware_store', 'point_of_interest', 'store', 'establishment']","485 Osage Street, Denver",39.72333890000001,-105.00602620000001,1,safety_security
"{'location': {'lat': 39.72362499999999, 'lng': -104.987989}, 'viewport': {'northeast': {'lat': 39.72496483029149, 'lng': -104.9863925197085}, 'southwest': {'lat': 39.72226686970849, 'lng': -104.9890904802915}}}",The Wizard's Chest,"{'compound_code': 'P2F6+CR Denver, Colorado, United States', 'global_code': '85FQP2F6+CR'}","['point_of_interest', 'clothing_store', 'store', 'establishment']","451 Broadway, Denver",39.72362499999999,-104.98798899999998,1,safety_security
"{'location': {'lat': 39.7241606, 'lng': -104.8907526}, 'viewport': {'northeast': {'lat': 39.7254839302915, 'lng': -104.8896715697085}, 'southwest': {'lat': 39.7227859697085, 'lng': -104.8923695302915}}}",Bishop Machebeuf High School,"{'compound_code': 'P4F5+MM Denver, Colorado, United States', 'global_code': '85FQP4F5+MM'}","['school', 'point_of_interest', 'establishment']","458 Uinta Way, Denver",39.724160600000005,-104.89075259999998,1,safety_security
"{'location': {'lat': 39.72480669999999, 'lng': -105.0328639}, 'viewport': {'northeast': {'lat': 39.7261583802915, 'lng': -105.0313292697085}, 'southwest': {'lat': 39.7234604197085, 'lng': -105.0340272302915}}}",Denver Fire Department Fire Station,"{'compound_code': 'PXF8+WV Denver, Colorado, United States', 'global_code': '85FPPXF8+WV'}","['fire_station', 'point_of_interest', 'establishment']","501 Knox Court, Denver",39.72480669999999,-105.0328639,1,safety_security
